,Start_Date,End_date,Specalist_Name,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Rating of the overall Support,Ability to communicate clearly,Knowledge of SP-API products & Services,Merchant_Token,Comments,LocationLatitude,LocationLongitude,LocationAccuracy,SPOC,Key,Average CSAT,region
2,9/8/2020 12:35,9/8/2020 12:35,,,,,1,0,4- Good,5,4,AD6XSNC9V68YX,,19.07479858,72.88560486,-1,FARAH BHAGAT,AD6XSNC9V68YXFARAH BHAGAT,4.5,#N/A
3,9/18/2020 11:41,9/18/2020 11:42,,,,,1,0,5- Excellent,5,5,A305NAR1NX9Y9F,"Thank you for your support, have a nice weekend!",52.41990662,13.31329346,-1,FARAH BHAGAT,A305NAR1NX9Y9FFARAH BHAGAT,5,#N/A
4,10/7/2020 9:22,10/7/2020 9:24,,,,,1,0,5- Excellent,5,5,,,24.90559387,67.0821991,-1,FARAH BHAGAT,,5,#N/A
5,10/12/2020 10:37,10/12/2020 10:38,,,,,1,0,5- Excellent,5,5,A1B1IIALIHZGDA,,19.07479858,72.88560486,-1,FARAH BHAGAT,A1B1IIALIHZGDAFARAH BHAGAT,5,#N/A
6,10/27/2020 13:15,10/27/2020 13:16,,,,,1,0,5- Excellent,5,5,,,50.11880493,8.684295654,-1,FARAH BHAGAT,,5,#N/A
7,11/5/2020 11:02,11/5/2020 11:06,,,,,1,0,4- Good,4,4,Giuliano Mussoni,,43.99940491,12.65690613,-1,FARAH BHAGAT,Giuliano MussoniFARAH BHAGAT,4,#N/A
8,11/24/2020 9:59,11/24/2020 10:01,,,,,1,0,5- Excellent,5,5,A2LY3NPGU1U1GL,,41.0177002,28.97439575,-1,FARAH BHAGAT,A2LY3NPGU1U1GLFARAH BHAGAT,5,#N/A
9,12/3/2020 7:42,12/3/2020 7:43,,,,,1,0,5- Excellent,5,5,AN3CI53O1NW63,,41.0177002,28.97439575,-1,FARAH BHAGAT,AN3CI53O1NW63FARAH BHAGAT,5,#N/A
10,12/4/2020 10:50,12/4/2020 10:56,,,,,1,0,5- Excellent,5,4,,Very well guided meeting,41.20829773,-8.282806396,-1,FARAH BHAGAT,,4.5,#N/A
11,1/19/2021 10:08,1/19/2021 10:09,,,,,1,0,4- Good,4,4,AO41ZM22UXVVD,,39.88900757,-0.085006714,-1,FARAH BHAGAT,AO41ZM22UXVVDFARAH BHAGAT,4,#N/A
12,2/3/2021 10:27,2/3/2021 10:29,,,,,1,0,4- Good,4,3,A283DOHCGMOLOH,,39.49229431,-0.404602051,-1,FARAH BHAGAT,A283DOHCGMOLOHFARAH BHAGAT,3.5,#N/A
13,2/18/2021 11:43,2/18/2021 11:46,,,,,1,0,5- Excellent,5,5,AVPLRZ5NUSNT3,Very helpful and clear understanding off all,41.13890076,-8.617706299,-1,FARAH BHAGAT,AVPLRZ5NUSNT3FARAH BHAGAT,5,#N/A
14,2/26/2021 11:15,2/26/2021 11:16,,,,,1,0,5- Excellent,5,5,A3NN36DO36L4DY,,48.90119934,2.3072052,-1,FARAH BHAGAT,A3NN36DO36L4DYFARAH BHAGAT,5,#N/A
15,2/26/2021 11:15,2/26/2021 11:17,,,,,1,0,5- Excellent,5,5,A3NN36DO36L4DY,,50.11880493,8.684295654,-1,FARAH BHAGAT,A3NN36DO36L4DYFARAH BHAGAT,5,#N/A
16,2/26/2021 11:15,2/26/2021 11:17,,,,,1,0,5- Excellent,5,5,A3NN36DO36L4DY,"Farah was great, she explained every detail of the process very good!",50.11880493,8.684295654,-1,FARAH BHAGAT,A3NN36DO36L4DYFARAH BHAGAT,5,#N/A
17,3/4/2021 9:09,3/4/2021 9:11,,,,,1,0,5- Excellent,4,5,A1XH6QA1IULK48,It would be nice if we had support in spanish,38.18930054,-1.891799927,-1,FARAH BHAGAT,A1XH6QA1IULK48FARAH BHAGAT,4.5,#N/A
18,3/25/2021 10:38,3/25/2021 10:39,,,,,1,0,5- Excellent,5,5,,Very clear communications,51.55050659,0.018295288,-1,FARAH BHAGAT,,5,#N/A
19,5/18/2021 13:13,5/18/2021 13:13,,,,,1,0,5- Excellent,5,5,A1BT3KO1FI3ND6,,53.45480347,9.501907349,-1,FARAH BHAGAT,A1BT3KO1FI3ND6FARAH BHAGAT,5,#N/A
20,6/17/2021 11:50,6/17/2021 11:51,,,,,1,0,5- Excellent,5,5,A2SFZ9CL3J8R6U,,25.26330566,55.30870056,-1,FARAH BHAGAT,A2SFZ9CL3J8R6UFARAH BHAGAT,5,#N/A
21,6/28/2021 10:49,6/28/2021 10:51,,,,,1,0,5- Excellent,5,5,A2SGW2Q792QCL2,"API Support is very good, general seller account issues are very slow to resolve and need improving dramatically.",53.78059387,-1.750793457,-1,FARAH BHAGAT,A2SGW2Q792QCL2FARAH BHAGAT,5,#N/A
22,6/28/2021 12:53,6/28/2021 12:54,,,,,1,0,4- Good,3,5,A30X64KJG6Z4WJ,,-34.04859924,18.48109436,-1,FARAH BHAGAT,A30X64KJG6Z4WJFARAH BHAGAT,4,#N/A
23,9/20/2021 14:53,9/20/2021 14:57,,,,,1,0,4- Good,4,5,A13WCZTQM88JYO,It was a friendly and helpful call with the oppurtunity to contact for questions any time later as well.,52.51550293,13.40589905,-1,FARAH BHAGAT,A13WCZTQM88JYOFARAH BHAGAT,4.5,#N/A
24,11/16/2021 10:10,11/16/2021 10:13,,,,,1,0,4- Good,4,4,A2H3Y0YYPKOCIR,,41.0196991,28.97569275,-1,FARAH BHAGAT,A2H3Y0YYPKOCIRFARAH BHAGAT,4,#N/A
25,11/16/2021 10:11,11/16/2021 10:15,,,,,1,0,5- Excellent,4,4,A2H3Y0YYPKOCIR,waiting some requested information from the assistant,41.0196991,28.97569275,-1,FARAH BHAGAT,A2H3Y0YYPKOCIRFARAH BHAGAT,4,#N/A
26,12/7/2021 11:30,12/7/2021 11:32,,,,,1,0,5- Excellent,5,5,A1J96EUGCSYKOO,"Our request was processed quickly, thank you",52.51280212,13.4151001,-1,FARAH BHAGAT,A1J96EUGCSYKOOFARAH BHAGAT,5,#N/A
27,12/8/2021 12:42,12/8/2021 12:42,,,,,1,0,4- Good,4,4,A3F0NHLJCA689Y,,51.44920349,-0.489196777,-1,FARAH BHAGAT,A3F0NHLJCA689YFARAH BHAGAT,4,#N/A
28,12/9/2021 13:22,12/9/2021 13:23,,,,,1,0,4- Good,4,4,A1FYGY5YORE09E,the call was friendly and my question got answerd pretty good,51.47770691,7.252105713,-1,FARAH BHAGAT,A1FYGY5YORE09EFARAH BHAGAT,4,#N/A
29,12/9/2021 14:37,12/9/2021 14:40,,,,,1,0,5- Excellent,5,5,A13JO84CW91OZY,,51.02890015,13.82220459,-1,FARAH BHAGAT,A13JO84CW91OZYFARAH BHAGAT,5,#N/A
30,12/14/2021 15:01,12/14/2021 15:02,,,,,1,0,5- Excellent,5,5,AHAENQTW89XP0,Farah has supported us in working out the issue and understanding what actions should or maybe taken to sort out on going issues,51.56970215,-0.495803833,-1,FARAH BHAGAT,AHAENQTW89XP0FARAH BHAGAT,5,#N/A
31,12/22/2021 7:11,12/22/2021 7:18,,,,,1,0,5- Excellent,5,5,A13BIZCNMXO5UL,Farah understood our use case very quickly and promptly guided us to the right resolution. Without her prompt suggestions we might have been chasing a completely inefficient and unsustainable solution for our use case.,18.61610413,73.72860718,-1,FARAH BHAGAT,A13BIZCNMXO5ULFARAH BHAGAT,5,#N/A
32,12/23/2021 7:12,12/23/2021 11:02,,,,,1,0,5- Excellent,5,5,A31ALSQV19DTDM,Thank you for your support,50.11880493,8.684295654,-1,FARAH BHAGAT,A31ALSQV19DTDMFARAH BHAGAT,5,#N/A
33,12/23/2021 11:21,12/23/2021 11:21,,,,,1,0,3- Fair,3,4,360678172,,50.11880493,8.684295654,-1,FARAH BHAGAT,360678172FARAH BHAGAT,3.5,#N/A
34,12/26/2021 12:27,12/26/2021 12:32,,,,,1,0,4- Good,3,5,A2D0SZ9SBS31FL,"We still need help registering and getting developer IDs for UAE, Australia and Brazil. It is very difficult to setup each marketplace to use MWS",32.06660461,34.76519775,-1,FARAH BHAGAT,A2D0SZ9SBS31FLFARAH BHAGAT,4,#N/A
35,12/29/2021 17:57,12/29/2021 17:58,,,,,1,0,5- Excellent,5,5,A3UA7TL2896LD,,53.30279541,-0.488296509,-1,FARAH BHAGAT,A3UA7TL2896LDFARAH BHAGAT,5,#N/A
36,7/25/2022 11:51,7/25/2022 11:52,,,,,1,0,5- Excellent,5,5,A1871L7UVG39M6,,12.9634,77.5855,-1,FARAH BHAGAT,A1871L7UVG39M6FARAH BHAGAT,5,#N/A
37,7/25/2022 13:06,7/25/2022 13:06,,,,,1,0,5- Excellent,5,5,A3VPICPCTEPXIW,,54.6926,25.2986,-1,FARAH BHAGAT,A3VPICPCTEPXIWFARAH BHAGAT,5,#N/A
38,7/25/2022 16:06,7/25/2022 16:10,,,,,1,0,4- Good,4,4,A1DP86ESVV1U2O,,40.6501,-8.6502,-1,FARAH BHAGAT,A1DP86ESVV1U2OFARAH BHAGAT,4,#N/A
39,7/26/2022 13:01,7/26/2022 13:17,,,,,1,0,5- Excellent,5,5,A9UVW5DKR01BK,,50.1188,8.6843,-1,FARAH BHAGAT,A9UVW5DKR01BKFARAH BHAGAT,5,#N/A
40,7/26/2022 15:31,7/26/2022 15:33,,,,,1,0,5- Excellent,5,5,ACWI8C2MTKFW4,The technical support has been very good. Friendly and good answers,56.782,14.444,-1,FARAH BHAGAT,ACWI8C2MTKFW4FARAH BHAGAT,5,#N/A
41,7/26/2022 19:43,7/26/2022 19:44,,,,,1,0,5- Excellent,4,4,A3OX9YD5AG26DE,,52.5312,13.3878,-1,FARAH BHAGAT,A3OX9YD5AG26DEFARAH BHAGAT,4,#N/A
42,7/27/2022 2:02,7/27/2022 2:04,,,,,1,0,5- Excellent,5,5,A2HTZW3QXAOFKJ,,51.5943,-0.2491,-1,FARAH BHAGAT,A2HTZW3QXAOFKJFARAH BHAGAT,5,AU+CN
43,7/27/2022 2:20,7/27/2022 2:20,,,,,1,0,5- Excellent,5,5,A2EK5CEPKFU763,,35.6887,139.745,-1,FARAH BHAGAT,A2EK5CEPKFU763FARAH BHAGAT,5,#N/A
44,7/28/2022 14:02,7/28/2022 14:02,,,,,1,0,4- Good,4,4,A1YZODEMCTG2VZ,,49.0067,8.417,-1,FARAH BHAGAT,A1YZODEMCTG2VZFARAH BHAGAT,4,#N/A
45,8/2/2022 9:29,8/2/2022 9:30,,,,,1,0,4- Good,5,5,A105KJNNFT7U62,Good knowledge of API calls required,-33.8715,151.2006,-1,FARAH BHAGAT,A105KJNNFT7U62FARAH BHAGAT,5,#N/A
46,8/2/2022 9:57,8/2/2022 10:00,,,,,1,0,5- Excellent,4,5,x,"The Tech Onboarding team has been fantastic, specifically I really appreciate the support that Farah has provided. She is always very diligent with responding to any queries and issues, and has strong communication and problem solving skills.",-33.8715,151.2006,-1,FARAH BHAGAT,xFARAH BHAGAT,4.5,#N/A
47,8/4/2022 3:57,8/4/2022 4:00,,,,,1,0,5- Excellent,5,5,A2HTZW3QXAOFKJ,,51.5943,-0.2491,-1,FARAH BHAGAT,A2HTZW3QXAOFKJFARAH BHAGAT,5,AU+CN
48,8/4/2022 9:45,8/4/2022 9:47,,,,,1,0,5- Excellent,5,5,,,1.3153,103.9143,-1,FARAH BHAGAT,,5,#N/A
49,8/4/2022 9:45,8/4/2022 9:52,,,,,1,0,5- Excellent,5,5,A1Y7K2J1QXOM8H,"session was great, thks Farah",3.1201,101.5981,-1,FARAH BHAGAT,A1Y7K2J1QXOM8HFARAH BHAGAT,5,#N/A
50,8/17/2022 8:26,8/17/2022 8:29,,,,,1,0,5- Excellent,5,5,A38NDJ9G8N3OX0,"Good communication, very helpful",-37.8159,144.9669,-1,FARAH BHAGAT,A38NDJ9G8N3OX0FARAH BHAGAT,5,AU+CN
51,8/25/2022 10:54,8/25/2022 10:56,,,,,1,0,3- Fair,4,4,AG0U1HPQ4KN9B,,52.1228,11.6375,-1,FARAH BHAGAT,AG0U1HPQ4KN9BFARAH BHAGAT,4,#N/A
52,8/30/2022 14:34,8/30/2022 14:36,,,,,1,0,4- Good,4,4,AWYEV4Q0SFGUA,,12.9634,77.5855,-1,FARAH BHAGAT,AWYEV4Q0SFGUAFARAH BHAGAT,4,#N/A
53,9/6/2022 9:15,9/6/2022 9:23,,,,,1,0,5- Excellent,5,5,A238R9CLIBCBFV,Farah always proposes herlp and assistance proactively. I really appriciate this.,50.458,30.5303,-1,FARAH BHAGAT,A238R9CLIBCBFVFARAH BHAGAT,5,#N/A
54,9/12/2022 8:22,9/12/2022 8:23,,,,,1,0,5- Excellent,5,5,A19KSF3YAVQFA,,51.2993,9.491,-1,FARAH BHAGAT,A19KSF3YAVQFAFARAH BHAGAT,5,EU
55,9/12/2022 8:52,9/12/2022 8:53,,,,,1,0,5- Excellent,5,5,A19KSF3YAVQFA,,51.2993,9.491,-1,FARAH BHAGAT,A19KSF3YAVQFAFARAH BHAGAT,5,EU
56,9/12/2022 12:49,9/12/2022 12:49,,,,,1,0,5- Excellent,5,5,A19KSF3YAVQFA,,51.2993,9.491,-1,FARAH BHAGAT,A19KSF3YAVQFAFARAH BHAGAT,5,EU
57,9/13/2022 11:45,9/13/2022 11:46,,,,,1,0,5- Excellent,5,5,A19KSF3YAVQFA,Farah is proactive and bring all the necessary knowledges it's great to work with her and her continous support.,48.8582,2.3387,-1,FARAH BHAGAT,A19KSF3YAVQFAFARAH BHAGAT,5,EU
58,9/14/2022 7:31,9/14/2022 7:31,,,,,1,0,5- Excellent,5,5,A180Y7DKXL74QO,Farah has helped a lot in migration to SP-API. \\Thanks Farah!,26.9525,75.7105,-1,FARAH BHAGAT,A180Y7DKXL74QOFARAH BHAGAT,5,#N/A
59,9/15/2022 8:52,9/15/2022 8:53,,,,,1,0,4- Good,5,4,A1QT3I18HOQ3KA,Good job!,57.9089,14.0637,-1,FARAH BHAGAT,A1QT3I18HOQ3KAFARAH BHAGAT,4.5,#N/A
60,9/15/2022 10:36,9/15/2022 10:36,,,,,1,0,5- Excellent,5,5,A19KSF3YAVQFA,,51.2993,9.491,-1,FARAH BHAGAT,A19KSF3YAVQFAFARAH BHAGAT,5,EU
61,9/15/2022 14:36,9/15/2022 14:40,,,,,1,0,4- Good,5,4,A1QT3I18HOQ3KA,"The only thing for us that have been hard to understand is the different selling methods and demands which will come along with them. (eg. Seller, Vendor DF and Vendor Retail).\\And as a last thing the process in general takes very long to get certified as a partner (not only the IT part) but I guess it's a big process in Amazons end as well.",57.9089,14.0637,-1,FARAH BHAGAT,A1QT3I18HOQ3KAFARAH BHAGAT,4.5,#N/A
62,9/19/2022 8:39,9/19/2022 8:40,,,,,1,0,5- Excellent,5,5,A19KSF3YAVQFA,,51.2993,9.491,-1,FARAH BHAGAT,A19KSF3YAVQFAFARAH BHAGAT,5,EU
63,9/21/2022 9:23,9/21/2022 9:25,,,,,1,0,4- Good,4,4,A1SO0Y3HK4GF84,The API documents are not clear,1.3248,103.8566,-1,FARAH BHAGAT,A1SO0Y3HK4GF84FARAH BHAGAT,4,#N/A
64,9/23/2022 13:53,9/23/2022 13:53,,,,,1,0,5- Excellent,5,5,A19KSF3YAVQFA,,51.2993,9.491,-1,FARAH BHAGAT,A19KSF3YAVQFAFARAH BHAGAT,5,EU
65,10/17/2022 15:01,10/17/2022 15:02,,,,,1,0,5- Excellent,5,5,A3VPICPCTEPXIW,,54.6926,25.2986,-1,FARAH BHAGAT,A3VPICPCTEPXIWFARAH BHAGAT,5,#N/A
66,11/7/2022 8:59,11/7/2022 9:00,,,,,1,0,5- Excellent,4,5,A2RSOQXLL6Y02B,,49.764,8.6576,-1,FARAH BHAGAT,A2RSOQXLL6Y02BFARAH BHAGAT,4.5,#N/A
67,11/7/2022 9:12,11/7/2022 9:14,,,,,1,0,5- Excellent,5,4,A2ZWHZUTF6F4EQ,,51.2691,8.866,-1,FARAH BHAGAT,A2ZWHZUTF6F4EQFARAH BHAGAT,4.5,#N/A
68,11/11/2022 8:59,11/11/2022 9:00,,,,,1,0,5- Excellent,5,5,A3DC01MIVCFBA7,It was extremely helpful to have an ongoing ad-hoc support for urgent / high impact API issues. I hope we can keep the support ongoing for large GMS SPs (&gt;€10M TTM GMS).,50.1188,8.6843,-1,FARAH BHAGAT,A3DC01MIVCFBA7FARAH BHAGAT,5,#N/A
69,11/11/2022 9:00,11/11/2022 9:01,,,,,1,0,5- Excellent,5,5,ABV9J41D2VYA9,It was extremely helpful to have an ongoing ad-hoc support for urgent / high impact API issues. I hope we can keep the support ongoing for large GMS SPs (&gt;€10M TTM GMS).,50.1188,8.6843,-1,FARAH BHAGAT,ABV9J41D2VYA9FARAH BHAGAT,5,#N/A
70,11/11/2022 10:32,11/11/2022 10:33,,,,,1,0,5- Excellent,5,5,A3JX5GPIXX593J,-,51.7237,5.2528,-1,FARAH BHAGAT,A3JX5GPIXX593JFARAH BHAGAT,5,#N/A
71,11/11/2022 12:26,11/11/2022 12:26,,,,,1,0,5- Excellent,5,5,A1E6IATUQEWX5S,,53.3641,-6.2923,-1,FARAH BHAGAT,A1E6IATUQEWX5SFARAH BHAGAT,5,#N/A
72,11/14/2022 14:23,11/14/2022 14:23,,,,,1,0,4- Good,4,4,AUTYL5RYGSUK6,,51.5074,-0.1196,-1,FARAH BHAGAT,AUTYL5RYGSUK6FARAH BHAGAT,4,#N/A
73,11/14/2022 15:14,11/14/2022 15:15,,,,,1,0,4- Good,4,4,A1DP86ESVV1U2O,,38.7663,-9.1949,-1,FARAH BHAGAT,A1DP86ESVV1U2OFARAH BHAGAT,4,#N/A
74,11/15/2022 16:21,11/15/2022 16:22,,,,,1,0,5- Excellent,5,5,A3DC01MIVCFBA7,The help regarding transition from MWS to SP-API and all the issues on the road,47.6976,8.5683,-1,FARAH BHAGAT,A3DC01MIVCFBA7FARAH BHAGAT,5,#N/A
75,11/18/2022 7:35,11/18/2022 7:35,,,,,1,0,5- Excellent,5,5,A1D98NIMTL17V2,,22.2578,114.1657,-1,FARAH BHAGAT,A1D98NIMTL17V2FARAH BHAGAT,5,AU+CN
76,12/12/2022 9:41,12/12/2022 9:43,,,,,1,0,5- Excellent,5,5,AA2WALRCF17WVKJ,"wonderful talking to you, Farah",48.767,9.1827,-1,FARAH BHAGAT,AA2WALRCF17WVKJFARAH BHAGAT,5,#N/A
77,12/15/2022 10:48,12/15/2022 10:48,,,,,1,0,5- Excellent,5,5,A1QT3I18HOQ3KA,,57.9089,14.0637,-1,FARAH BHAGAT,A1QT3I18HOQ3KAFARAH BHAGAT,5,#N/A
78,12/15/2022 14:58,12/15/2022 14:59,,,,,1,0,5- Excellent,5,5,A1SV4YJJGBM24E,,40.4163,-3.6934,-1,FARAH BHAGAT,A1SV4YJJGBM24EFARAH BHAGAT,5,#N/A
79,12/16/2022 11:03,12/16/2022 11:04,,,,,1,0,5- Excellent,5,5,A1SV4YJJGBM24E,,36.7162,-4.4161,-1,FARAH BHAGAT,A1SV4YJJGBM24EFARAH BHAGAT,5,#N/A
80,1/9/2023 21:49,1/9/2023 21:51,,,,,1,0,5- Excellent,5,5,AXJZDO42NTJON,,41.6405,-0.8814,-1,FARAH BHAGAT,AXJZDO42NTJONFARAH BHAGAT,5,#N/A
81,1/17/2023 9:48,1/17/2023 9:49,,,,,1,0,5- Excellent,5,5,A1LZNVTOK4FBIE,Many thanks to Farah for helping out.,50.7675,6.9961,-1,FARAH BHAGAT,A1LZNVTOK4FBIEFARAH BHAGAT,5,#N/A
82,2/21/2023 8:39,2/21/2023 8:39,,,,,1,0,5- Excellent,5,5,A1SV4YJJGBM24E,,36.7162,-4.4161,-1,FARAH BHAGAT,A1SV4YJJGBM24EFARAH BHAGAT,5,#N/A
83,4/4/2023 11:38,4/4/2023 11:38,,,,,1,0,5- Excellent,5,5,A14GXGJXAZUULP,,38.5358,-0.1351,-1,FARAH BHAGAT,A14GXGJXAZUULPFARAH BHAGAT,5,EU
84,4/10/2023 13:55,4/11/2023 11:30,,,,,1,0,5- Excellent,5,5,A3N149LKGXTJG3,i think that documention is so hard and difficult. There no example to feed stock/price services. we search from goolge/stackoverflow like,41.0145,28.9533,-1,FARAH BHAGAT,A3N149LKGXTJG3FARAH BHAGAT,5,TR
85,6/14/2023 15:50,6/14/2023 15:51,,,,,1,0,5- Excellent,5,5,A20NB6P6P33ZA2,all good,47.5636,19.0947,-1,FARAH BHAGAT,A20NB6P6P33ZA2FARAH BHAGAT,5,#N/A
86,6/22/2023 11:26,6/22/2023 11:28,,,,,1,0,5- Excellent,5,5,A2Y868YDXJWPIR,.,45.0914,7.6639,-1,FARAH BHAGAT,A2Y868YDXJWPIRFARAH BHAGAT,5,#N/A
87,6/29/2023 16:05,6/29/2023 16:06,,,,,1,0,5- Excellent,5,5,A3P50MKZ2I7TMD,Excellent response and communication. Farah helped to resolve an issue accessing PII data.,51.4964,-0.1224,-1,FARAH BHAGAT,A3P50MKZ2I7TMDFARAH BHAGAT,5,#N/A
88,6/30/2023 8:56,6/30/2023 9:05,,,,,1,0,4- Good,5,4,A2NEU7G6RGUKF,"So far:\- Farah has listened to upcoming challenges we articulated related to the SP-API migration, which could significantly impact our international selling ability on the platform and suggested pass her a summary of the situation in writing and submit the migration survey with priority.\- Farah has advised how to ensure all developer IDs were communicated to the team as the Developer Survey character cap prevented us from doing so.\\She has been diligent and helpful and hope she is able to assist us in representing internally our business case to successfully tackle the rest of the migration and secure allowances requested.",53.3379,-6.2591,-1,FARAH BHAGAT,A2NEU7G6RGUKFFARAH BHAGAT,4.5,EU
89,7/3/2023 16:11,7/3/2023 16:11,,,,,1,0,5- Excellent,5,5,ADVF3S5OFLSBY,,39.9607,-4.8247,-1,FARAH BHAGAT,ADVF3S5OFLSBYFARAH BHAGAT,5,#N/A
90,7/5/2023 10:20,7/5/2023 10:21,,,,,1,0,5- Excellent,5,5,A64KDG0VO1P97,"Very friendly representative, clear an easy communication and very helpful.",51.1784,7.1601,-1,FARAH BHAGAT,A64KDG0VO1P97FARAH BHAGAT,5,#N/A
91,7/17/2023 9:27,7/17/2023 9:28,,,,,1,0,5- Excellent,5,5,A20NB6P6P33ZA2,,47.5636,19.0947,-1,FARAH BHAGAT,A20NB6P6P33ZA2FARAH BHAGAT,5,#N/A
92,7/28/2023 12:56,7/28/2023 12:57,,,,,1,0,5- Excellent,5,5,A3P50MKZ2I7TMD,,51.4964,-0.1224,-1,FARAH BHAGAT,A3P50MKZ2I7TMDFARAH BHAGAT,5,#N/A
93,8/3/2023 14:27,8/3/2023 14:28,,,,,1,0,5- Excellent,5,5,A18KZ5Y7JZEYT0,Thank you for your time and excellent help,53.5582,9.9532,-1,FARAH BHAGAT,A18KZ5Y7JZEYT0FARAH BHAGAT,5,EU
2,8/8/2022 12:28,8/8/2022 12:29,,,,,1,0,5- Excellent,5,5,AY1DPTH4SR537,,38.8731,-1.0921,-1,KEZIA IDIKKULA MUTHALALY,AY1DPTH4SR537KEZIA IDIKKULA MUTHALALY,5,#N/A
3,9/7/2022 12:48,9/7/2022 12:50,,,,,1,0,5- Excellent,5,5,A3AMKGIY9AE04O,,51.311,12.314,-1,KEZIA IDIKKULA MUTHALALY,A3AMKGIY9AE04OKEZIA IDIKKULA MUTHALALY,5,#N/A
4,11/14/2022 14:24,11/14/2022 14:27,,,,,1,0,5- Excellent,5,5,A1RHZC0181P4UP,"She was very kind and helpfull and clear in her answers, thank you very much.",52.1448,5.593,-1,KEZIA IDIKKULA MUTHALALY,A1RHZC0181P4UPKEZIA IDIKKULA MUTHALALY,5,#N/A
5,11/25/2022 9:46,11/25/2022 9:47,,,,,1,0,5- Excellent,5,5,AEWPRC6OEGYKS,kind and supportive,41.387,2.1701,-1,KEZIA IDIKKULA MUTHALALY,AEWPRC6OEGYKSKEZIA IDIKKULA MUTHALALY,5,EU
6,11/25/2022 11:07,11/25/2022 11:20,,,,,1,0,4- Good,4,4,A39RQLAOUKITT0,,52.6494,-1.1203,-1,KEZIA IDIKKULA MUTHALALY,A39RQLAOUKITT0KEZIA IDIKKULA MUTHALALY,4,EU
7,1/18/2023 17:05,1/18/2023 17:06,,,,,1,0,5- Excellent,5,5,A3N9EAEH5V8OBX,,51.4021,-0.0916,-1,KEZIA IDIKKULA MUTHALALY,A3N9EAEH5V8OBXKEZIA IDIKKULA MUTHALALY,5,#N/A
8,1/23/2023 13:12,1/23/2023 13:20,,,,,1,0,5- Excellent,5,5,GÜRGENÇLER,,36.9483,35.3543,-1,KEZIA IDIKKULA MUTHALALY,GÜRGENÇLERKEZIA IDIKKULA MUTHALALY,5,#N/A
9,1/23/2023 14:16,1/23/2023 14:17,,,,,1,0,5- Excellent,5,5,Gurgencler,,41.0145,28.9533,-1,KEZIA IDIKKULA MUTHALALY,GurgenclerKEZIA IDIKKULA MUTHALALY,5,#N/A
10,1/23/2023 14:18,1/23/2023 14:21,,,,,1,0,5- Excellent,5,5,A1AETSS7UPK07F,,41.387,2.1701,-1,KEZIA IDIKKULA MUTHALALY,A1AETSS7UPK07FKEZIA IDIKKULA MUTHALALY,5,EU
11,3/4/2023 9:31,3/4/2023 10:08,,,,,1,0,5- Excellent,5,5,A6O7TD3I89Q8E,"Your support team has made a great contribution to our work from the very beginning of the process. In particular, we would like to thank KEZIA IDIKKULAI MUTHALALY, with whom we have been in direct contact since the beginning of the process. She managed the process effectively, guided us to carry out our work correctly and supported us in all our questions and problems. She has made significant contributions to our work with both his knowledge and his opinions.",38.4231,27.1958,-1,KEZIA IDIKKULA MUTHALALY,A6O7TD3I89Q8EKEZIA IDIKKULA MUTHALALY,5,TR
12,4/25/2023 21:40,4/25/2023 21:42,,,,,1,0,5- Excellent,5,5,A2AZ663JVBB95N,,48.6907,8.9707,-1,KEZIA IDIKKULA MUTHALALY,A2AZ663JVBB95NKEZIA IDIKKULA MUTHALALY,5,EU
13,4/27/2023 0:30,4/27/2023 0:33,,,,,1,0,4- Good,5,5,A4GAA3QLEF4PB,Kezia was very helpfuk and knowledgable but the SP API still needs maturing as we can't test updating tracking codes for delivered orders without affecting our live environment.,51.3488,-0.0321,-1,KEZIA IDIKKULA MUTHALALY,A4GAA3QLEF4PBKEZIA IDIKKULA MUTHALALY,5,EU
14,5/11/2023 14:04,5/11/2023 14:09,,,,,1,0,5- Excellent,5,5,ARQUQ644Y869M,,43.882,10.777,-1,KEZIA IDIKKULA MUTHALALY,ARQUQ644Y869MKEZIA IDIKKULA MUTHALALY,5,#N/A
15,5/17/2023 14:49,5/17/2023 14:51,,,,,1,0,5- Excellent,5,5,ANNSJU9W28Y9J,,44.405,26.0718,-1,KEZIA IDIKKULA MUTHALALY,ANNSJU9W28Y9JKEZIA IDIKKULA MUTHALALY,5,#N/A
16,5/26/2023 11:32,5/26/2023 11:34,,,,,1,0,5- Excellent,5,4,Digital-versand-de-Online-GmbH,,48.537,9.2809,-1,KEZIA IDIKKULA MUTHALALY,Digital-versand-de-Online-GmbHKEZIA IDIKKULA MUTHALALY,4.5,#N/A
17,6/1/2023 12:50,6/1/2023 12:55,,,,,1,0,5- Excellent,5,5,AB5H5U45RWXJ2,Kezia was very patient and helpful and we could rectify our issue with the RDT Token that was inhibiting us from using the SP-API properly. Big Thumbs Up !!!!,48.5169,9.0536,-1,KEZIA IDIKKULA MUTHALALY,AB5H5U45RWXJ2KEZIA IDIKKULA MUTHALALY,5,EU
18,6/13/2023 13:29,6/13/2023 13:30,,,,,1,0,5- Excellent,5,5,A5D1B7KZ0G016,,51.4462,7.3602,-1,KEZIA IDIKKULA MUTHALALY,A5D1B7KZ0G016KEZIA IDIKKULA MUTHALALY,5,EU
